loggingTime,loggingSample,identifierForVendor,deviceID,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,pedometerStartDate,pedometerNumberofSteps,pedometerDistance,pedometerFloorAscended,pedometerFloorDescended,pedometerEndDate,altimeterTimestamp_sinceReboot,altimeterReset,altimeterRelativeAltitude,altimeterPressure,IP_en0,IP_pdp_ip0,deviceOrientation,batteryState,batteryLevel,state
2016-11-02 11:08:06.685,1,27EF5EA5-EEF3-418E-90BD-90987371AE6E,my_iOS_device_1,1478110086.00165,37.35296992122881,-122.0354919322971,50.44507,0,85.4296875,4,10,1478110086.678711,25.39318656921387,-11.10626220703125,-32.815185546875,252.9053039550781,239.4461212158203,10,15925.354663375,0.214141845703125,-0.0176849365234375,-0.9843902587890625,15925.339530375,-0.6057426478412479,0.7330670479773913,-0.3447741663022032,15925.339530375,-0.1970519351067566,0.1952523513465578,0.01777690856500807,-0.529765248298645,0.6554275155067444,-0.3400401175022125,0.02139436453580856,-0.02725271508097649,0.03070946037769318,XArbitraryCorrectedZVertical,-0.01839064607485539,-0.09612447656430149,0.09703223043196771,-0.9904577807254383,0.1939834356307983,-0.01777597144246101,-0.980843722820282,24.88605117797852,-10.83196926116943,-34.20940399169922,2,15923.224146375,unknown,2,2016-11-02 11:08:04.512,2016-11-02 11:00:50.593,182,129.4188,0,0,2016-11-02 11:07:44.396,15921.980032,0,-1.641588,101.4381,10.17.84.226,22.177.68.227,5,1,0.6,0
2016-11-02 11:08:06.686,2,27EF5EA5-EEF3-418E-90BD-90987371AE6E,my_iOS_device_1,1478110086.00165,37.35296992122881,-122.0354919322971,50.44507,0,85.4296875,4,10,1478110086.678711,25.39318656921387,-11.10626220703125,-32.815185546875,252.9053039550781,239.4461212158203,10,15925.364345375,0.211029052734375,0.006683349609375,-0.996551513671875,15925.359507375,-0.8565165487274693,0.6991042872278288,-0.3386464989500399,15925.359507375,-0.2007180164133273,0.2095585436063806,0.001999276420029678,-0.7805142402648926,0.621461808681488,-0.3339199423789978,0.006114139687269926,-0.015685660764575,-0.006269368343055248,XArbitraryCorrectedZVertical,-0.01146785051288351,-0.1039617387874698,0.09953707314457981,-0.9895215087822421,0.2080277055501938,-0.001999275060370564,-0.9781208634376526,24.88605117797852,-10.83196926116943,-34.20940399169922,2,15923.224146375,unknown,2,2016-11-02 11:08:04.512,2016-11-02 11:00:50.593,182,129.4188,0,0,2016-11-02 11:07:44.396,15921.980032,0,-1.641588,101.4381,10.17.84.226,22.177.68.227,5,1,0.6,0
2016-11-02 11:08:06.687,3,27EF5EA5-EEF3-418E-90BD-90987371AE6E,my_iOS_device_1,1478110086.00165,37.35296992122881,-122.0354919322971,50.44507,0,85.4296875,4,10,1478110086.678711,25.39318656921387,-11.10626220703125,-32.815185546875,252.9053039550781,239.4461212158203,10,15925.374026375,0.1795196533203125,0.020660400390625,-0.9869537353515625,15925.359507375,-0.8565165487274693,0.6991042872278288,-0.3386464989500399,15925.359507375,-0.2007180164133273,0.2095585436063806,0.001999276420029678,-0.7805142402648926,0.621461808681488,-0.3339199423789978,0.006114139687269926,-0.015685660764575,-0.006269368343055248,XArbitraryCorrectedZVertical,-0.01146785051288351,-0.1039617387874698,0.09953707314457981,-0.9895215087822421,0.2080277055501938,-0.001999275060370564,-0.9781208634376526,24.88605117797852,-10.83196926116943,-34.20940399169922,2,15923.224146375,unknown,2,2016-11-02 11:08:04.512,2016-11-02 11:00:50.593,182,129.4188,0,0,2016-11-02 11:07:44.396,15921.980032,0,-1.641588,101.4381,10.17.84.226,22.177.68.227,5,1,0.6,0
2016-11-02 11:08:06.696,4,27EF5EA5-EEF3-418E-90BD-90987371AE6E,my_iOS_device_1,1478110086.00165,37.35296992122881,-122.0354919322971,50.44507,0,85.4296875,4,10,1478110086.678711,25.39318656921387,-11.10626220703125,-32.815185546875,252.9053039550781,239.4461212158203,10,15925.383706375,0.1479949951171875,0.0193939208984375,-0.9593048095703125,15925.369502375,-0.8050714670020817,0.463039823990442,-0.3356965154105591,15925.369502375,-0.2024037428739873,0.2140079111472189,-0.005983189712469722,-0.7290694713592529,0.3853976130485535,-0.3309699892997742,-0.03285462036728859,0.01467724610120058,-0.009783653542399406,XArbitraryCorrectedZVertical,-0.007830597900600762,-0.1065534640136499,0.1007687957556109,-0.9891565552758317,0.2123742699623108,0.005983153823763132,-0.9771701097488403,25.6746654510498,-9.854705810546875,-33.92089080810547,2,15923.224146375,unknown,2,2016-11-02 11:08:04.512,2016-11-02 11:00:50.593,182,129.4188,0,0,2016-11-02 11:07:44.396,15921.980032,0,-1.641588,101.4381,10.17.84.226,22.177.68.227,5,1,0.6,0
2016-11-02 11:08:06.698,5,27EF5EA5-EEF3-418E-90BD-90987371AE6E,my_iOS_device_1,1478110086.00165,37.35296992122881,-122.0354919322971,50.44507,0,85.4296875,4,10,1478110086.678711,25.39318656921387,-11.10626220703125,-32.815185546875,252.9053039550781,239.4461212158203,10,15925.393361375,0.1159820556640625,0.0189361572265625,-0.925689697265625,15925.369502375,-0.8050714670020817,0.463039823990442,-0.3356965154105591,15925.369502375,-0.2024037428739873,0.2140079111472189,-0.005983189712469722,-0.7290694713592529,0.3853976130485535,-0.3309699892997742,-0.03285462036728859,0.01467724610120058,-0.009783653542399406,XArbitraryCorrectedZVertical,-0.007830597900600762,-0.1065534640136499,0.1007687957556109,-0.9891565552758317,0.2123742699623108,0.005983153823763132,-0.9771701097488403,25.6746654510498,-9.854705810546875,-33.92089080810547,2,15923.224146375,unknown,2,2016-11-02 11:08:04.512,2016-11-02 11:00:50.593,182,129.4188,0,0,2016-11-02 11:07:44.396,15921.980032,0,-1.641588,101.4381,10.17.84.226,22.177.68.227,5,1,0.6,0
2016-11-02 11:08:06.705,6,27EF5EA5-EEF3-418E-90BD-90987371AE6E,my_iOS_device_1,1478110086.00165,37.35296992122881,-122.0354919322971,50.44507,0,85.4296875,4,10,1478110086.678711,25.39318656921387,-11.10626220703125,-32.815185546875,252.9053039550781,239.4461212158203,10,15925.403034375,0.084930419921875,0.011077880859375,-0.9131011962890625,15925.389472375,-0.7198100983870859,0.1706391173696281,-0.2190902733975487,15925.389472375,-0.204834803888135,0.217398936302781,-0.02013595025646937,-0.6438082456588745,0.09299706667661667,-0.2143637537956238,-0.09966473281383514,-0.001198432291857898,0.05057413130998611,XArbitraryCorrectedZVertical,-0.001134890339633747,-0.1089348363316317,0.1027163760289559,-0.9887270905324534,0.2156467884778976,0.02013458870351315,-0.9762638211250305,25.6746654510498,-9.854705810546875,-33.92089080810547,2,15923.224146375,unknown,2,2016-11-02 11:08:04.512,2016-11-02 11:00:50.593,182,129.4188,0,0,2016-11-02 11:07:44.396,15921.980032,0,-1.641588,101.4381,10.17.84.226,22.177.68.227,5,1,0.59,0
2016-11-02 11:08:06.763,7,27EF5EA5-EEF3-418E-90BD-90987371AE6E,my_iOS_device_1,1478110086.00165,37.35296992122881,-122.0354919322971,50.44507,0,85.4296875,4,10,1478110086.737048,25.91704368591309,-10.09347534179688,-32.98277282714844,252.1613006591797,238.7021179199219,10,15925.412747375,0.0705108642578125,0.0115203857421875,-0.8839569091796875,15925.399446375,-0.7329871531446889,0.1598186938606362,-0.1038965720267163,15925.399446375,-0.2047000808896756,0.2182425216205397,-0.0267591276200546,-0.6569856405258179,0.08217696100473404,-0.09917007386684418,-0.1315062344074249,-0.01567805372178555,0.06282876431941986,XArbitraryCorrectedZVertical,0.00210402114363971,-0.109684051716151,0.1030040817267319,-0.988612735625919,0.2164366543292999,0.02675593458116055,-0.9759299755096436,25.94481468200684,-8.967653274536133,-33.96142196655273,2,15925.411432375,unknown,2,2016-11-02 11:08:06.681,2016-11-02 11:00:50.593,182,129.4188,0,0,2016-11-02 11:07:44.396,15921.980032,0,-1.641588,101.4381,10.17.84.226,22.177.68.227,5,1,0.59,0
2016-11-02 11:08:06.765,8,27EF5EA5-EEF3-418E-90BD-90987371AE6E,my_iOS_device_1,1478110086.00165,37.35296992122881,-122.0354919322971,50.44507,0,85.4296875,4,10,1478110086.737048,25.91704368591309,-10.09347534179688,-32.98277282714844,252.1613006591797,238.7021179199219,10,15925.422428375,0.066253662109375,0.0178680419921875,-0.8827056884765625,15925.399446375,-0.7329871531446889,0.1598186938606362,-0.1038965720267163,15925.399446375,-0.2047000808896756,0.2182425216205397,-0.0267591276200546,-0.6569856405258179,0.08217696100473404,-0.09917007386684418,-0.1315062344074249,-0.01567805372178555,0.06282876431941986,XArbitraryCorrectedZVertical,0.00210402114363971,-0.109684051716151,0.1030040817267319,-0.988612735625919,0.2164366543292999,0.02675593458116055,-0.9759299755096436,25.94481468200684,-8.967653274536133,-33.96142196655273,2,15925.411432375,unknown,2,2016-11-02 11:08:06.681,2016-11-02 11:00:50.593,182,129.4188,0,0,2016-11-02 11:07:44.396,15921.980032,0,-1.641588,101.4381,10.17.84.226,22.177.68.227,5,1,0.59,0
2016-11-02 11:08:06.766,9,27EF5EA5-EEF3-418E-90BD-90987371AE6E,my_iOS_device_1,1478110086.00165,37.35296992122881,-122.0354919322971,50.44507,0,85.4296875,4,10,1478110086.737048,25.91704368591309,-10.09347534179688,-32.98277282714844,252.1613006591797,238.7021179199219,10,15925.432106375,0.0720977783203125,0.0274810791015625,-0.8931427001953125,15925.419435375,-0.7762869566760692,0.1913214927112925,0.1558545785780532,15925.419435375,-0.2004645697791442,0.2204033674414799,-0.03991574782340514,-0.7002855539321899,0.1136799156665802,0.1605810672044754,-0.1521954536437988,-0.02203710749745369,0.09232639521360397,XArbitraryCorrectedZVertical,0.008733153455357153,-0.1113898110552194,0.1016215142556644,-0.9885287602615151,0.2184491157531738,0.03990514948964119,-0.9750320911407471,25.94481468200684,-8.967653274536133,-33.96142196655273,2,15925.411432375,unknown,2,2016-11-02 11:08:06.681,2016-11-02 11:00:50.593,182,129.4188,0,0,2016-11-02 11:07:44.396,15921.980032,0,-1.641588,101.4381,10.17.84.226,22.177.68.227,5,1,0.59,0
2016-11-02 11:08:06.767,10,27EF5EA5-EEF3-418E-90BD-90987371AE6E,my_iOS_device_1,1478110086.00165,37.35296992122881,-122.0354919322971,50.44507,0,85.4296875,4,10,1478110086.766452,25.98689079284668,-9.325149536132812,-32.64761352539062,252.3224945068359,238.8633117675781,10,15925.441790375,0.084014892578125,0.0321502685546875,-0.8939666748046875,15925.429450375,-0.7349126186128162,0.1562900054162812,0.2868046062222304,15925.429450375,-0.1964642216602652,0.2214858092710892,-0.04589766739148857,-0.6589115262031555,0.07864873856306076,0.2915310859680176,-0.1473502516746521,-0.01840047538280487,0.08140203356742859,XArbitraryCorrectedZVertical,0.01186032485051276,-0.1121916406746889,0.09997154283662124,-0.9885737499448395,0.2194480299949646,0.04588155448436737,-0.9745447635650635,26.02904891967773,-8.321110725402832,-34.06138610839844,2,15925.411432375,unknown,2,2016-11-02 11:08:06.681,2016-11-02 11:00:50.593,182,129.4188,0,0,2016-11-02 11:07:44.396,15921.980032,0,-1.641588,101.4381,10.17.84.226,22.177.68.227,5,1,0.59,0
